Year,Month,Day,Eel_count,Season,Region,Invasion_Year,Years_Since_Invasion,Invasion_Status,Site and Plot,Site,Mass_g,TL_mm,AMPHOP,ANAJUN,APHPAC,BELSPP,BRAGRA,CELSPP,CHASPP,CICSPP,CICURO,COENAG,COLEOL,CORING,CYBSPP,DETRIT,DOLICH,DYTCEL,DYTSPP,EGG,ELAEVE,ENNGLO,ERYSIM,ERYSPP,FUNCHR,GAMHOL,HAISPP,HEMLET,HETFOR,HYDSPP,JORFLO,LIBSPP,LUCGOO,MACBAL,MONALB,NEOUNI,ODONAT,PACLON,PALPAL,PELBAL,PELFEM,PELSPP,PHIFLO,PLASPP,PROFAL,RANATP,STRATI,TABANI,UNIDEN,UNIFIS,UNIINV,VEGET,AMPHOP_mass,ANAJUN_mass,APHPAC_mass,BELSPP_mass,BRAGRA_mass,CELSPP_mass,CHASPP_mass,CICSPP_mass,CICURO_mass,COENAG_mass,COLEOL_mass,CORING_mass,CYBSPP_mass,DETRIT_mass,DOLICH_mass,DYTCEL_mass,DYTSPP_mass,EGG_mass,ELAEVE_mass,ENNGLO_mass,ERYSIM_mass,ERYSPP_mass,FUNCHR_mass,GAMHOL_mass,HAISPP_mass,HEMLET_mass,HETFOR_mass,HYDSPP_mass,JORFLO_mass,LIBSPP_mass,LUCGOO_mass,MACBAL_mass,MONALB_mass,NEOUNI_mass,ODONAT_mass,PACLON_mass,PALPAL_mass,PELBAL_mass,PELFEM_mass,PELSPP_mass,PHIFLO_mass,PLASPP_mass,PROFAL_mass,RANATP_mass,STRATI_mass,TABANI_mass,UNIDEN_mass,UNIFIS_mass,UNIINV_mass,VEGET_mass,NOPREY,Comments
2024,2,23,634,1,WCA 3A,2022,2,Colonizing,.,2,13.9,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.0179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2,23,635,1,WCA 3A,2022,2,Colonizing,.,2,13.2,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,2,23,636,1,WCA 3A,2022,2,Colonizing,.,2,25.8,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,2,23,637,1,WCA 3A,2022,2,Colonizing,.,2,42.1,343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0.0059,,,,,,,,,,,,,,,,,,,0.0511,0.0215,0.0224,,,,0.0535,,,,,,,,,,,,,,,,,
2024,2,23,638,1,WCA 3A,2022,2,Colonizing,.,2,64,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0285,,,,,,,,,,,,,,,,,,,,,
2024,2,23,639,1,WCA 3A,2022,2,Colonizing,.,2,87.1,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0322,,,,,,,,0.0586,,,,,,,,,
2024,2,23,640,1,WCA 3A,2022,2,Colonizing,.,2,210.6,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0464,,,,,0.1153,,,,,,,,0.2549,,,,,,,0.0577,,
2024,1,30,641,1,WCA 3A,2021,3,Colonizing,3B,3,135.8,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,
2024,2,23,642,1,WCA 3A,2022,2,Colonizing,.,2,55.2,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,0.0369,,,,,,,,,
2024,2,23,643,1,WCA 3A,2022,2,Colonizing,.,2,10.6,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,,,,,,
2024,2,23,644,1,WCA 3A,2022,2,Colonizing,.,2,5.9,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,2,23,645,1,WCA 3A,2022,2,Colonizing,.,2,46.1,371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,0.0318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0439,,,,,,,,,
2024,2,23,646,1,WCA 3A,2022,2,Colonizing,.,2,249.8,639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,0.0433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,,0.0846,,,,,,0.0702,,,,,,0.0468,,,
2024,2,23,647,1,WCA 3A,2022,2,Colonizing,.,2,258.7,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142,,,,,,,,,
2024,1,30,648,1,WCA 3A,2022,2,Colonizing,2B,2,27.3,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0081,,,,,,,,,
2024,1,30,649,1,WCA 3A,2022,2,Colonizing,2B,2,415.8,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5181,,,,,,,,,
2024,4,9,650,2,WCA 3A,2022,2,Colonizing,5A,5,8.6,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,
2024,4,8,651,2,WCA 3A,2022,2,Colonizing,2A,2,71.4,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,0.0554,,,,,,,,,
2024,4,5,652,2,WCA 3A,2021,3,Colonizing,1B,1,16.02,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,4,5,653,2,WCA 3A,2021,3,Colonizing,1C,1,20.3,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0107,,,,,,,,,,,,,,,,,
2024,3,28,654,2,TSL,2013,11,Established,TSA,TS,49.6,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,28,655,2,TSL,2013,11,Established,TSA,TS,35.6,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0205,,0.0008,,,,,,0.0078,,,,,,,,,
2024,4,5,656,2,WCA 3A,2021,3,Colonizing,4B,4,208.9,600,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0.051,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0322,,,,,,,,,
2024,4,8,657,2,WCA 3A,2021,3,Colonizing,3B,3,18.9,324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0043,,,,,,,,,,,
2024,4,8,658,2,WCA 3A,2021,3,Colonizing,3B,3,34.3,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0045,,,,
2024,3,28,659,2,TSL,2013,11,Established,TSB,TS,78.9,440,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,0.0357,,,,,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056,,,,,,,0.0046,,
2024,3,28,660,2,TSL,2013,11,Established,TSB,TS,49.2,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0183,,,,,,,,,,,,,,,,,,,,,,,,0.0147,,,,,,,,,
2024,3,28,661,2,TSL,2013,11,Established,TSB,TS,29.8,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028,,,,,,,,,
2024,4,5,662,2,WCA 3A,2021,3,Colonizing,1A,1,281.7,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1581,,,,,,,,,
2024,3,29,663,2,TSL,2012,12,Established,MDC,MD,208.4,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.0271,,,,,,,,,,,,,,,,,,,,0.0345,,,,,,,,,,
2024,3,29,664,2,TSL,2012,12,Established,MDC,MD,42.7,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,1,665,2,SRS,2020,4,Colonizing,37C,37,103.2,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0154,,,,0.0197,,0.0106,,,,,,0.024,,,,,,,,,
2024,3,1,666,2,SRS,2020,4,Colonizing,37C,37,357.7,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,12,667,2,PHD,2011,13,Established,EF62C,A62,72.3,425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0268,,,,,,,,,,,,,,,,,,0.0037,,,,,,,,,,,,,,,0.0108,,,,,,0.0436,,,,,,,,,
2024,3,13,668,2,WCA 3B,2017,7,Established,AH 7X1,7,38.3,347,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003402,,,,,,,,,,,,,,,,,,,,,,,,0.0056,,,,,,,,,,0.0115,,,,,,,,,,,,,,,,,
2024,2,28,669,2,WCA 3A,2023,1,Colonizing,9C,9,208.7,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,24,670,2,TSL,2012,12,Established,MDB,MD,52.2,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,4,8,671,2,WCA 3A,2022,2,Colonizing,AH 2SE,2,12.5,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,13,672,2,WCA 3B,2017,7,Established,7A,7,31.3,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,0.0218,,,,,,,,,,,,,,,
2024,3,13,673,2,WCA 3B,2017,7,Established,7A,7,45.2,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0169,,0.0159,,,,,,,,,,,,,,,
2024,3,13,674,2,WCA 3B,2017,7,Established,7A,7,85.8,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,13,675,2,WCA 3B,2017,7,Established,7A,7,26.6,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,4,8,676,2,WCA 3A,2021,3,Colonizing,3A,3,39.1,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,4,8,677,2,WCA 3A,2021,3,Colonizing,3A,3,45.8,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,0.0484,,,,
2024,4,8,678,2,WCA 3A,2021,3,Colonizing,3A,3,46.9,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234,,,,
2024,3,12,679,2,PHD,2009,15,Established,EF 59D,A59,47.5,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0242,,,,,,,,,
2024,1,23,680,1,SRS,2020,4,Colonizing,7A,7,31.3,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,28,681,2,TSL,2013,11,Established,TSA,TS,117.6,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,28,682,2,TSL,2013,11,Established,TSC,TS,201.4,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2024,3,28,683,2,TSL,2013,11,Established,TSC,TS,118.8,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0867,,0.0366,,,,,,,,,,,,,,,
2024,3,12,684,2,PHD,2011,13,Established,EF 62C,A62,36.4,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000001027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,,,,,,,
2024,3,12,685,2,PHD,2011,13,Established,EF 62C,A62,215.5,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.977,,,,,,,,,,,0.0196,,,,,,,,,,,,,,,
2024,3,12,686,2,PHD,2011,13,Established,EF 62C,A62,39.8,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,3,12,687,2,PHD,2011,13,Established,EF 62C,A62,60.6,391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0253,,,,,,,,,,,,,,,
2024,4,1,688,2,SRS,2020,4,Colonizing,37B,37,352.3,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1837,,,,,,,,,
2024,4,1,689,2,SRS,2020,4,Colonizing,37B,37,542.5,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581,,,,,,,,,
2024,3,12,690,2,PHD,2011,13,Established,EF 62B,A62,54.3,382,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.1918,,0.0313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0162,,,,,,,,,,,,,,,,,
2024,3,12,691,2,PHD,2011,13,Established,EF 62B,A62,51.1,379,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.037,,,,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,0.0202,,,,,,,,,,,,,,,,,
2024,3,13,692,2,WCA 3B,2017,7,Established,7B,7,71.5,415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,,,,0.0117,,,,,,,,,
2024,3,13,693,2,WCA 3B,2017,7,Established,7B,7,113.3,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,,,,,,,,,,,,,,,
2024,3,14,694,2,SRS,2019,5,Established,23A,23,725,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0634,,,,,,,,,,,,,,,,,0.0851,,
2024,8,14,695,3,WCA 3A,2021,3,Colonizing,1C,1,69.7,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092,,,,,,,,,,,,,,,,,
2024,8,14,696,3,WCA 3A,2021,3,Colonizing,1C,1,179.2,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036,,,,,,,,,,,,,,,,,
2024,8,8,697,3,PHD,2009,15,Established,A59B,A59,14.7,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HC=4.52 mm
2024,8,8,698,3,PHD,2009,15,Established,A59B,A59,54.5,402,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,,,,,,,,,,,,,
2024,8,12,699,3,TSL,2012,12,Established,AH D10,MD,43,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
